#,Function,Level,Job Title
4879,Data,Senior Manager,Area Senior Manager Reporting & Insights
4880,Data,Senior Manager,Deputy Senior Manager Reporting & Insights
4881,Data,Senior Manager,National Senior Manager Reporting & Insights
4882,Data,Senior Manager,International Senior Manager Reporting & Insights
4883,Data,Senior Manager,Divisional Senior Manager Reporting & Insights
4884,Data,Senior Manager,Senior Manager AI & Data
4885,Data,Senior Manager,Sr. Manager AI & Data
4886,Data,Senior Manager,Group Senior Manager AI & Data
4887,Data,Senior Manager,Global Senior Manager AI & Data
4888,Data,Senior Manager,Regional Senior Manager AI & Data
4889,Data,Senior Manager,Lead Senior Manager AI & Data
4890,Data,Senior Manager,Principal Manager AI & Data
4891,Data,Senior Manager,Associate Senior Manager AI & Data
4892,Data,Senior Manager,Area Senior Manager AI & Data
4893,Data,Senior Manager,Deputy Senior Manager AI & Data
4894,Data,Senior Manager,National Senior Manager AI & Data
4895,Data,Senior Manager,International Senior Manager AI & Data
4896,Data,Senior Manager,Divisional Senior Manager AI & Data
4897,Data,Senior Manager,Senior Manager Data Infrastructure
4898,Data,Senior Manager,Sr. Manager Data Infrastructure
4899,Data,Senior Manager,Group Senior Manager Data Infrastructure
4900,Data,Senior Manager,Global Senior Manager Data Infrastructure
4901,Data,Senior Manager,Regional Senior Manager Data Infrastructure
4902,Data,Senior Manager,Lead Senior Manager Data Infrastructure
4903,Data,Senior Manager,Principal Manager Data Infrastructure
4904,Data,Senior Manager,Associate Senior Manager Data Infrastructure
4905,Data,Senior Manager,Area Senior Manager Data Infrastructure
4906,Data,Senior Manager,Deputy Senior Manager Data Infrastructure
4907,Data,Senior Manager,National Senior Manager Data Infrastructure
4908,Data,Senior Manager,International Senior Manager Data Infrastructure
4909,Data,Senior Manager,Divisional Senior Manager Data Infrastructure
4910,Data,AVP / VP / SVP,VP of Data
4911,Data,AVP / VP / SVP,Vice President of Data
4912,Data,AVP / VP / SVP,SVP of Data
4913,Data,AVP / VP / SVP,Senior Vice President of Data
4914,Data,AVP / VP / SVP,AVP of Data
4915,Data,AVP / VP / SVP,Assistant Vice President of Data
4916,Data,AVP / VP / SVP,EVP of Data
4917,Data,AVP / VP / SVP,Executive Vice President of Data
4918,Data,AVP / VP / SVP,Group VP of Data
4919,Data,AVP / VP / SVP,Global VP of Data
4920,Data,AVP / VP / SVP,Regional VP of Data
4921,Data,AVP / VP / SVP,VP of Data Engineering
4922,Data,AVP / VP / SVP,Vice President of Data Engineering
4923,Data,AVP / VP / SVP,SVP of Data Engineering
4924,Data,AVP / VP / SVP,Senior Vice President of Data Engineering
4925,Data,AVP / VP / SVP,AVP of Data Engineering
4926,Data,AVP / VP / SVP,Assistant Vice President of Data Engineering
4927,Data,AVP / VP / SVP,EVP of Data Engineering
4928,Data,AVP / VP / SVP,Executive Vice President of Data Engineering
4929,Data,AVP / VP / SVP,Group VP of Data Engineering
4930,Data,AVP / VP / SVP,Global VP of Data Engineering
4931,Data,AVP / VP / SVP,Regional VP of Data Engineering
4932,Data,AVP / VP / SVP,VP of Data Science
4933,Data,AVP / VP / SVP,Vice President of Data Science
4934,Data,AVP / VP / SVP,SVP of Data Science
4935,Data,AVP / VP / SVP,Senior Vice President of Data Science
4936,Data,AVP / VP / SVP,AVP of Data Science
4937,Data,AVP / VP / SVP,Assistant Vice President of Data Science
4938,Data,AVP / VP / SVP,EVP of Data Science
4939,Data,AVP / VP / SVP,Executive Vice President of Data Science
4940,Data,AVP / VP / SVP,Group VP of Data Science
4941,Data,AVP / VP / SVP,Global VP of Data Science
4942,Data,AVP / VP / SVP,Regional VP of Data Science
4943,Data,AVP / VP / SVP,VP of Data Analytics
4944,Data,AVP / VP / SVP,Vice President of Data Analytics
4945,Data,AVP / VP / SVP,SVP of Data Analytics
4946,Data,AVP / VP / SVP,Senior Vice President of Data Analytics
4947,Data,AVP / VP / SVP,AVP of Data Analytics
4948,Data,AVP / VP / SVP,Assistant Vice President of Data Analytics
4949,Data,AVP / VP / SVP,EVP of Data Analytics
4950,Data,AVP / VP / SVP,Executive Vice President of Data Analytics
4951,Data,AVP / VP / SVP,Group VP of Data Analytics
4952,Data,AVP / VP / SVP,Global VP of Data Analytics
4953,Data,AVP / VP / SVP,Regional VP of Data Analytics
4954,Data,AVP / VP / SVP,VP of Business Intelligence
4955,Data,AVP / VP / SVP,Vice President of Business Intelligence
4956,Data,AVP / VP / SVP,SVP of Business Intelligence
4957,Data,AVP / VP / SVP,Senior Vice President of Business Intelligence
4958,Data,AVP / VP / SVP,AVP of Business Intelligence
4959,Data,AVP / VP / SVP,Assistant Vice President of Business Intelligence
4960,Data,AVP / VP / SVP,EVP of Business Intelligence
4961,Data,AVP / VP / SVP,Executive Vice President of Business Intelligence
4962,Data,AVP / VP / SVP,Group VP of Business Intelligence
4963,Data,AVP / VP / SVP,Global VP of Business Intelligence
4964,Data,AVP / VP / SVP,Regional VP of Business Intelligence
4965,Data,AVP / VP / SVP,VP of Data Governance
4966,Data,AVP / VP / SVP,Vice President of Data Governance
4967,Data,AVP / VP / SVP,SVP of Data Governance
4968,Data,AVP / VP / SVP,Senior Vice President of Data Governance
4969,Data,AVP / VP / SVP,AVP of Data Governance
4970,Data,AVP / VP / SVP,Assistant Vice President of Data Governance
4971,Data,AVP / VP / SVP,EVP of Data Governance
4972,Data,AVP / VP / SVP,Executive Vice President of Data Governance
4973,Data,AVP / VP / SVP,Group VP of Data Governance
4974,Data,AVP / VP / SVP,Global VP of Data Governance
4975,Data,AVP / VP / SVP,Regional VP of Data Governance
4976,Data,AVP / VP / SVP,VP of Machine Learning & AI
4977,Data,AVP / VP / SVP,Vice President of Machine Learning & AI
4978,Data,AVP / VP / SVP,SVP of Machine Learning & AI
4979,Data,AVP / VP / SVP,Senior Vice President of Machine Learning & AI
4980,Data,AVP / VP / SVP,AVP of Machine Learning & AI
4981,Data,AVP / VP / SVP,Assistant Vice President of Machine Learning & AI
4982,Data,AVP / VP / SVP,EVP of Machine Learning & AI
4983,Data,AVP / VP / SVP,Executive Vice President of Machine Learning & AI
4984,Data,AVP / VP / SVP,Group VP of Machine Learning & AI
4985,Data,AVP / VP / SVP,Global VP of Machine Learning & AI
4986,Data,AVP / VP / SVP,Regional VP of Machine Learning & AI
4987,Data,AVP / VP / SVP,VP of Data Platform
4988,Data,AVP / VP / SVP,Vice President of Data Platform
4989,Data,AVP / VP / SVP,SVP of Data Platform
4990,Data,AVP / VP / SVP,Senior Vice President of Data Platform
4991,Data,AVP / VP / SVP,AVP of Data Platform
4992,Data,AVP / VP / SVP,Assistant Vice President of Data Platform
4993,Data,AVP / VP / SVP,EVP of Data Platform
4994,Data,AVP / VP / SVP,Executive Vice President of Data Platform
4995,Data,AVP / VP / SVP,Group VP of Data Platform
4996,Data,AVP / VP / SVP,Global VP of Data Platform
4997,Data,AVP / VP / SVP,Regional VP of Data Platform
4998,Data,AVP / VP / SVP,VP of Data Products
4999,Data,AVP / VP / SVP,Vice President of Data Products
5000,Data,AVP / VP / SVP,SVP of Data Products
5001,Data,AVP / VP / SVP,Senior Vice President of Data Products
5002,Data,AVP / VP / SVP,AVP of Data Products
5003,Data,AVP / VP / SVP,Assistant Vice President of Data Products
5004,Data,AVP / VP / SVP,EVP of Data Products
5005,Data,AVP / VP / SVP,Executive Vice President of Data Products
5006,Data,AVP / VP / SVP,Group VP of Data Products
5007,Data,AVP / VP / SVP,Global VP of Data Products
5008,Data,AVP / VP / SVP,Regional VP of Data Products
5009,Data,AVP / VP / SVP,VP of Advanced Analytics
5010,Data,AVP / VP / SVP,Vice President of Advanced Analytics
5011,Data,AVP / VP / SVP,SVP of Advanced Analytics
5012,Data,AVP / VP / SVP,Senior Vice President of Advanced Analytics
5013,Data,AVP / VP / SVP,AVP of Advanced Analytics
5014,Data,AVP / VP / SVP,Assistant Vice President of Advanced Analytics
5015,Data,AVP / VP / SVP,EVP of Advanced Analytics
5016,Data,AVP / VP / SVP,Executive Vice President of Advanced Analytics
5017,Data,AVP / VP / SVP,Group VP of Advanced Analytics
5018,Data,AVP / VP / SVP,Global VP of Advanced Analytics
5019,Data,AVP / VP / SVP,Regional VP of Advanced Analytics
5020,Data,AVP / VP / SVP,VP of Data Strategy
5021,Data,AVP / VP / SVP,Vice President of Data Strategy
5022,Data,AVP / VP / SVP,SVP of Data Strategy
5023,Data,AVP / VP / SVP,Senior Vice President of Data Strategy
5024,Data,AVP / VP / SVP,AVP of Data Strategy
5025,Data,AVP / VP / SVP,Assistant Vice President of Data Strategy
5026,Data,AVP / VP / SVP,EVP of Data Strategy
5027,Data,AVP / VP / SVP,Executive Vice President of Data Strategy
5028,Data,AVP / VP / SVP,Group VP of Data Strategy
5029,Data,AVP / VP / SVP,Global VP of Data Strategy
5030,Data,AVP / VP / SVP,Regional VP of Data Strategy
5031,Data,Chief,Chief Data Officer
5032,Data,Chief,Group Chief Data Officer
5033,Data,Chief,Global Chief Data Officer
5034,Data,Chief,Regional Chief Data Officer
5035,Data,Chief,Chief Analytics Officer
5036,Data,Chief,Group Chief Analytics Officer
5037,Data,Chief,Global Chief Analytics Officer
5038,Data,Chief,Regional Chief Analytics Officer
5039,Data,Chief,Chief AI Officer
5040,Data,Chief,Group Chief AI Officer
5041,Data,Chief,Global Chief AI Officer
5042,Data,Chief,Regional Chief AI Officer
5043,Data,Chief,Chief Data Science Officer
5044,Data,Chief,Group Chief Data Science Officer
5045,Data,Chief,Global Chief Data Science Officer
5046,Data,Chief,Regional Chief Data Science Officer
5047,Data,Chief,Chief Intelligence Officer
5048,Data,Chief,Group Chief Intelligence Officer
5049,Data,Chief,Global Chief Intelligence Officer
5050,Data,Chief,Regional Chief Intelligence Officer
5051,Logistics & Supply Chain,Director / Head,Director of Logistics
5052,Logistics & Supply Chain,Director / Head,Head of Logistics
5053,Logistics & Supply Chain,Director / Head,Senior Director of Logistics
5054,Logistics & Supply Chain,Director / Head,Sr. Director of Logistics
5055,Logistics & Supply Chain,Director / Head,Global Director of Logistics
5056,Logistics & Supply Chain,Director / Head,Regional Director of Logistics
5057,Logistics & Supply Chain,Director / Head,Area Director of Logistics
5058,Logistics & Supply Chain,Director / Head,Group Director of Logistics
5059,Logistics & Supply Chain,Director / Head,Executive Director of Logistics
5060,Logistics & Supply Chain,Director / Head,Deputy Director of Logistics
5061,Logistics & Supply Chain,Director / Head,International Director of Logistics
5062,Logistics & Supply Chain,Director / Head,Divisional Director of Logistics
5063,Logistics & Supply Chain,Director / Head,Director of Logistics Operations
5064,Logistics & Supply Chain,Director / Head,Head of Logistics Operations
5065,Logistics & Supply Chain,Director / Head,Senior Director of Logistics Operations
5066,Logistics & Supply Chain,Director / Head,Sr. Director of Logistics Operations
5067,Logistics & Supply Chain,Director / Head,Global Director of Logistics Operations
5068,Logistics & Supply Chain,Director / Head,Regional Director of Logistics Operations
5069,Logistics & Supply Chain,Director / Head,Area Director of Logistics Operations
5070,Logistics & Supply Chain,Director / Head,Group Director of Logistics Operations
5071,Logistics & Supply Chain,Director / Head,Executive Director of Logistics Operations
5072,Logistics & Supply Chain,Director / Head,Deputy Director of Logistics Operations
5073,Logistics & Supply Chain,Director / Head,International Director of Logistics Operations
5074,Logistics & Supply Chain,Director / Head,Divisional Director of Logistics Operations
5075,Logistics & Supply Chain,Director / Head,Director of Supply Chain
5076,Logistics & Supply Chain,Director / Head,Head of Supply Chain
5077,Logistics & Supply Chain,Director / Head,Senior Director of Supply Chain
5078,Logistics & Supply Chain,Director / Head,Sr. Director of Supply Chain
5079,Logistics & Supply Chain,Director / Head,Global Director of Supply Chain
5080,Logistics & Supply Chain,Director / Head,Regional Director of Supply Chain
5081,Logistics & Supply Chain,Director / Head,Area Director of Supply Chain
5082,Logistics & Supply Chain,Director / Head,Group Director of Supply Chain
5083,Logistics & Supply Chain,Director / Head,Executive Director of Supply Chain
5084,Logistics & Supply Chain,Director / Head,Deputy Director of Supply Chain
5085,Logistics & Supply Chain,Director / Head,International Director of Supply Chain
5086,Logistics & Supply Chain,Director / Head,Divisional Director of Supply Chain
5087,Logistics & Supply Chain,Director / Head,Director of Distribution
5088,Logistics & Supply Chain,Director / Head,Head of Distribution
5089,Logistics & Supply Chain,Director / Head,Senior Director of Distribution
5090,Logistics & Supply Chain,Director / Head,Sr. Director of Distribution
5091,Logistics & Supply Chain,Director / Head,Global Director of Distribution
5092,Logistics & Supply Chain,Director / Head,Regional Director of Distribution
